onset	duration	trialnr	blocknr	presentationnumber	stimnum	stim
60.666	200	1	1	1	119	stim119_inanimate_clothing_socks_3.png
60.866	200	2	1	2	157	stim157_inanimate_furniture_table_1.png
61.066	200	3	1	3	96	stim096_animate_mammal_monkey_4.png
61.266	200	4	1	4	69	stim069_animate_insect_butterfly_1.png
61.466	200	5	1	5	36	stim036_animate_bird_peacock_4.png
61.666	200	6	1	6	48	stim048_animate_human_child_4.png
61.866	200	7	1	7	174	stim174_inanimate_plants_tree_2.png
62.066	200	8	1	8	2	stim002_animate_aquatic_crab_2.png
62.266	200	9	1	9	87	stim087_animate_mammal_giraffe_3.png
62.466	200	10	1	10	129	stim129_inanimate_fruits_grape_1.png
62.666	200	11	1	11	200	stim200_inanimate_tools_wrench_4.png
62.866	200	12	1	12	155	stim155_inanimate_furniture_sofa_3.png
63.066	200	13	1	13	21	stim021_animate_bird_chicken_1.png
63.266	200	14	1	14	86	stim086_animate_mammal_giraffe_2.png
63.466	200	15	1	15	142	stim142_inanimate_furniture_bed_2.png
63.666	200	16	1	16	158	stim158_inanimate_furniture_table_2.png
63.866	200	17	1	17	180	stim180_inanimate_plants_tulip_4.png
64.066	200	18	1	18	11	stim011_animate_aquatic_seahorse_3.png
64.266	200	19	1	19	98	stim098_animate_mammal_rhino_2.png
64.466	200	20	1	20	44	stim044_animate_human_baby_4.png
64.666	200	21	1	21	116	stim116_inanimate_clothing_shirt_4.png
64.866	200	22	1	22	109	stim109_inanimate_clothing_jeans_1.png
65.066	200	23	1	23	41	stim041_animate_human_baby_1.png
65.266	200	24	1	24	181	stim181_inanimate_tools_broom_1.png
65.466	200	25	1	25	61	stim061_animate_insect_ant_1.png
65.666	200	26	1	26	14	stim014_animate_aquatic_shark_2.png
65.866	200	27	1	27	29	stim029_animate_bird_parrot_1.png
66.066	200	28	1	28	34	stim034_animate_bird_peacock_2.png
66.266	200	29	1	29	130	stim130_inanimate_fruits_grape_2.png
66.466	200	30	1	30	152	stim152_inanimate_furniture_closet_4.png
66.666	200	31	1	31	17	stim017_animate_aquatic_shrimp_1.png
66.866	200	32	1	32	99	stim099_animate_mammal_rhino_3.png
67.066	200	33	1	33	27	stim027_animate_bird_duck_3.png
67.266	200	34	1	34	75	stim075_animate_insect_dragonfly_3.png
67.466	200	35	1	35	53	stim053_animate_human_faces_1.png
67.666	200	36	1	36	58	stim058_animate_human_sports_2.png
67.866	200	37	1	37	108	stim108_inanimate_clothing_hat_4.png
