onset	duration	trialnr	blocknr	presentationnumber	stimnum	stim
57.93	200	1	1	1	43	stim043_animate_human_baby_3.png
58.13	200	2	1	2	108	stim108_inanimate_clothing_hat_4.png
58.33	200	3	1	3	177	stim177_inanimate_plants_tulip_1.png
58.53	200	4	1	4	199	stim199_inanimate_tools_wrench_3.png
58.73	200	5	1	5	163	stim163_inanimate_plants_bush_3.png
58.93	200	6	1	6	73	stim073_animate_insect_dragonfly_1.png
59.13	200	7	1	7	123	stim123_inanimate_fruits_apple_3.png
59.33	200	8	1	8	56	stim056_animate_human_faces_4.png
59.53	200	9	1	9	122	stim122_inanimate_fruits_apple_2.png
59.73	200	10	1	10	132	stim132_inanimate_fruits_grape_4.png
59.93	200	11	1	11	47	stim047_animate_human_child_3.png
60.13	200	12	1	12	130	stim130_inanimate_fruits_grape_2.png
60.33	200	13	1	13	136	stim136_inanimate_fruits_pineapple_4.png
60.53	200	14	1	14	61	stim061_animate_insect_ant_1.png
60.73	200	15	1	15	1	stim001_animate_aquatic_crab_1.png
60.93	200	16	1	16	4	stim004_animate_aquatic_crab_4.png
61.13	200	17	1	17	95	stim095_animate_mammal_monkey_3.png
61.33	200	18	1	18	150	stim150_inanimate_furniture_closet_2.png
61.53	200	19	1	19	110	stim110_inanimate_clothing_jeans_2.png
61.73	200	20	1	20	18	stim018_animate_aquatic_shrimp_2.png
61.93	200	21	1	21	38	stim038_animate_bird_penguin_2.png
62.13	200	22	1	22	60	stim060_animate_human_sports_4.png
62.33	200	23	1	23	179	stim179_inanimate_plants_tulip_3.png
62.53	200	24	1	24	11	stim011_animate_aquatic_seahorse_3.png
62.73	200	25	1	25	112	stim112_inanimate_clothing_jeans_4.png
62.93	200	26	1	26	105	stim105_inanimate_clothing_hat_1.png
63.13	200	27	1	27	158	stim158_inanimate_furniture_table_2.png
63.33	200	28	1	28	114	stim114_inanimate_clothing_shirt_2.png
63.53	200	29	1	29	9	stim009_animate_aquatic_seahorse_1.png
63.73	200	30	1	30	85	stim085_animate_mammal_giraffe_1.png
63.93	200	31	1	31	139	stim139_inanimate_fruits_strawberry_3.png
64.13	200	32	1	32	128	stim128_inanimate_fruits_banana_4.png
64.33	200	33	1	33	30	stim030_animate_bird_parrot_2.png
64.53	200	34	1	34	167	stim167_inanimate_plants_cactus_3.png
64.73	200	35	1	35	184	stim184_inanimate_tools_broom_4.png
64.93	200	36	1	36	6	stim006_animate_aquatic_fish_2.png
65.13	200	37	1	37	40	stim040_animate_bird_penguin_4.png
65.33	200	38	1	38	23	stim023_animate_bird_chicken_3.png
65.53	200	39	1	39	32	stim032_animate_bird_parrot_4.png
65.73	200	40	1	40	165	stim165_inanimate_plants_cactus_1.png
65.93	200	41	1	41	117	stim117_inanimate_clothing_socks_1.png
66.13	200	42	1	42	42	stim042_animate_human_baby_2.png
66.33	200	43	1	43	142	stim142_inanimate_furniture_bed_2.png
66.53	200	44	1	44	88	stim088_animate_mammal_giraffe_4.png
66.73	200	45	1	45	103	stim103_inanimate_clothing_gloves_3.png
66.93	200	46	1	46	125	stim125_inanimate_fruits_banana_1.png
67.13	200	47	1	47	39	stim039_animate_bird_penguin_3.png
67.33	200	48	1	48	48	stim048_animate_human_child_4.png
