onset	duration	trialnr	blocknr	presentationnumber	stimnum	stim
32.976	200	1	1	1	91	stim091_animate_mammal_kangaroo_3.png
33.176	200	2	1	2	17	stim017_animate_aquatic_shrimp_1.png
33.376	200	3	1	3	111	stim111_inanimate_clothing_jeans_3.png
33.576	200	4	1	4	142	stim142_inanimate_furniture_bed_2.png
33.776	200	5	1	5	117	stim117_inanimate_clothing_socks_1.png
33.976	200	6	1	6	147	stim147_inanimate_furniture_chair_3.png
34.176	200	7	1	7	88	stim088_animate_mammal_giraffe_4.png
34.376	200	8	1	8	66	stim066_animate_insect_bug_2.png
34.576	200	9	1	9	132	stim132_inanimate_fruits_grape_4.png
34.776	200	10	1	10	99	stim099_animate_mammal_rhino_3.png
34.976	200	11	1	11	101	stim101_inanimate_clothing_gloves_1.png
35.176	200	12	1	12	158	stim158_inanimate_furniture_table_2.png
35.376	200	13	1	13	11	stim011_animate_aquatic_seahorse_3.png
36.508	200	14	1	14	108	stim108_inanimate_clothing_hat_4.png
36.708	200	15	1	15	169	stim169_inanimate_plants_sunflower_1.png
36.908	200	16	1	16	7	stim007_animate_aquatic_fish_3.png
37.108	200	17	1	17	27	stim027_animate_bird_duck_3.png
37.308	200	18	1	18	1	stim001_animate_aquatic_crab_1.png
37.508	200	19	1	19	68	stim068_animate_insect_bug_4.png
37.708	200	20	1	20	124	stim124_inanimate_fruits_apple_4.png
37.908	200	21	1	21	140	stim140_inanimate_fruits_strawberry_4.png
38.108	200	22	1	22	3	stim003_animate_aquatic_crab_3.png
38.308	200	23	1	23	81	stim081_animate_mammal_cow_1.png
38.508	200	24	1	24	146	stim146_inanimate_furniture_chair_2.png
38.708	200	25	1	25	110	stim110_inanimate_clothing_jeans_2.png
38.908	200	26	1	26	59	stim059_animate_human_sports_3.png
39.108	200	27	1	27	61	stim061_animate_insect_ant_1.png
39.308	200	28	1	28	134	stim134_inanimate_fruits_pineapple_2.png
39.508	200	29	1	29	192	stim192_inanimate_tools_pan_4.png
39.708	200	30	1	30	92	stim092_animate_mammal_kangaroo_4.png
39.908	200	31	1	31	114	stim114_inanimate_clothing_shirt_2.png
40.108	200	32	1	32	62	stim062_animate_insect_ant_2.png
40.308	200	33	1	33	9	stim009_animate_aquatic_seahorse_1.png
40.508	200	34	1	34	144	stim144_inanimate_furniture_bed_4.png
40.708	200	35	1	35	96	stim096_animate_mammal_monkey_4.png
40.908	200	36	1	36	200	stim200_inanimate_tools_wrench_4.png
41.108	200	37	1	37	154	stim154_inanimate_furniture_sofa_2.png
41.308	200	38	1	38	194	stim194_inanimate_tools_scissors_2.png
